timestamp,Living Room Temperature,Living Room Humidity,spaceId
2025-04-02T18:42:43.817Z,25.1,64.8,41413915
2025-04-02T18:43:13.852Z,25.1,64.8,41413915
2025-04-02T18:43:43.844Z,25.2,64.3,41413915
2025-04-02T18:44:13.883Z,25.3,64.3,41413915
2025-04-02T18:44:43.833Z,25.3,64.3,41413915
2025-04-02T18:45:43.842Z,25.4,62.4,41413915
2025-04-02T18:46:13.823Z,25.4,62.4,41413915
2025-04-02T18:46:43.882Z,25.4,62.4,41413915
2025-04-02T18:47:13.870Z,25.1,63.3,41413915
2025-04-02T18:47:43.849Z,25.1,63.3,41413915
2025-04-02T18:48:13.980Z,25.1,63.3,41413915
